"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1830244516420563264","Sun Sep 01 23:59:52 +0000 2024","1","@arifin34533 @tvOneNews @aniesbaswedan @ridwankamil @tomlembong @ReflyHZ @satriohendri hehe..... eta pisan maksadna kang nuju ngolo dia ","1830395177678307596","","arifin34533","in","NKRI","0","0","0","https://x.com/Judakusumah1/status/1830395177678307596","1603521097827094529","Judakusumah1"
"1830394932336660803","Sun Sep 01 23:58:54 +0000 2024","0","siap digunakan untuk upacara peringatan HUT kemerdekaan ke-79 Republik Indonesia","1830394935524347983","","pakar_ai","in","","0","0","0","https://x.com/pakar_ai/status/1830394935524347983","1585841318810394625","pakar_ai"
"1830394932336660803","Sun Sep 01 23:58:53 +0000 2024","0","buat netijing IQ 78 yg malas baca: dalam dua bulan ke depan kawasan inti pusat pemerintahan (KIPP) di IKN akan terlihat seperti Jakarta. Pernyataan ini disampaikan pada tanggal 5 Juni 2024. Ridwan Kamil menjelaskan bahwa pembangunan KIPP IKN sudah mencapai 80 persen dan akan","1830394932336660803","","","in","","0","1","1","https://x.com/pakar_ai/status/1830394932336660803","1585841318810394625","pakar_ai"
"1830256254062915782","Sun Sep 01 23:58:40 +0000 2024","0","@BosPurwa @ridwankamil @prabowo Orang Cibinong yang kerja di Jakarta : Kami juga ditugaskan oleh periuk nasi.","1830394876833493171","","BosPurwa","in","","0","0","0","https://x.com/Priyatno/status/1830394876833493171","32922394","Priyatno"
"1830131502669316522","Sun Sep 01 23:58:32 +0000 2024","0","@ainunnajib @ridwankamil @pramonoanung Gw coblos semua nya biar adil","1830394842352136644","","ainunnajib","in","jakarta..kebon baru tebet","0","0","0","https://x.com/IDjoyz/status/1830394842352136644","1646168274","IDjoyz"
"1830276640221667768","Sun Sep 01 23:56:22 +0000 2024","49","@BosPurwa @ridwankamil kaya lu tinggal di Jakarta aja ","1830394297646235850","","BosPurwa","in","Kurusetra","0","5","0","https://x.com/fortisfortuna_9/status/1830394297646235850","2281694042","fortisfortuna_9"
"1830261719500992765","Sun Sep 01 23:55:48 +0000 2024","1","@VIVAcoid Ngomong we karep maneh ridwan kamil... Di jabar oge berantakan...","1830394157539705160","","VIVAcoid","in","","0","0","0","https://x.com/Budi43987287465/status/1830394157539705160","1674973591690170368","Budi43987287465"
"1830256254062915782","Sun Sep 01 23:55:33 +0000 2024","2","@SibinWatchDog @BosPurwa @ridwankamil @prabowo Demokrasi menganut pemahaman seperti itu kah ?? Buat apa ada Pilkada langsung bila seperti itu maunya ? Kembalikan seperti jaman orba aja lebih murah biayanya. Gubernur walikota Bupati dipilih DPRD daerah masing2. Calon dari daerah masing2 yg tentu lebih tau masalah daerah itu.","1830394092527997115","","SibinWatchDog","in","Jawa Barat, Indonesia","0","1","0","https://x.com/sumadiseloguno/status/1830394092527997115","1199772596","sumadiseloguno"
"1830393489508663555","Sun Sep 01 23:53:09 +0000 2024","5","Janji-janji Ridwan Kamil Kurangi Polusi Udara Jakarta hingga Tetap Gratiskan JakLingko https://t.co/UBtXD9piOU #TempoNasional","1830393489508663555","","","in","Indonesia","1","1","0","https://x.com/tempodotco/status/1830393489508663555","18129942","tempodotco"
"1830233965002977777","Sun Sep 01 23:52:54 +0000 2024","0","@NenkMonica @ridwankamil Kali 10 maksudnya.. Bercandaaa bercyandaa","1830393424924819751","","NenkMonica","in","","0","0","0","https://x.com/AdePratiwi_00/status/1830393424924819751","1756668717998469120","AdePratiwi_00"
"1830131502669316522","Sun Sep 01 23:52:49 +0000 2024","0","@ainunnajib @ridwankamil @pramonoanung Bapak aja pak daripada ngetwit mulu","1830393404276236693","","ainunnajib","in","Jakarta Capital Region","0","0","0","https://x.com/Faiqrahman_/status/1830393404276236693","1063281651973672961","Faiqrahman_"
